Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Colombia,COL,1.04506114042541,2.43922655930173,4.05476264326698,4.24227555289113,4.24250525784449,3.95954185068281,4.89982753870209,4.39294490125625,3.38083576651694,4.32525085249986,2.74782310411599,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Comoros,COM,0.0914764534036794,0.0266665803039217,1.02133830669436,0.379103460089412,0.407499042659432,0.511029869751772,0.352458386935672,0.363776567833376,0.477150042035581,0.360636354249489,0.31354405755252,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Congo, Dem. Rep.",COD,-0.154656300441608,0.493452281029903,9.86686869724735,5.19461157161643,4.17602960533765,3.07434221923392,2.51078414323113,2.75644325397429,2.98554161856132,2.68050436802415,3.07507853818687,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Congo, Rep.",COG,0.805773649785343,-3.03284142212355,-0.391399370343007,10.4621002122724,16.139773196341,35.9944983638514,0.495050850322415,39.8276189499529,31.5672219414183,26.3999647847865,39.4177208874684,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Costa Rica,CRI,2.84504346292679,4.81846450003137,5.70866167990468,6.29127693668783,6.23293661051559,5.23639487058031,4.45296238745449,4.83327530594958,4.82943871297315,4.2436545918556,3.40033827870687,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cote d'Ivoire,CIV,0.448639330114434,1.41578198920597,0.90973704119754,0.953203596018765,0.899528865892904,1.07915019667769,1.20479671875659,1.88999767201244,1.06932420831873,1.45010160325616,0.828920615495718,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Croatia,HRV,..,4.64780300828153,2.56170645784402,1.65646363838925,5.46442649739322,0.0889936437342337,0.822157033779655,0.818580275508292,2.11957998153972,6.27203131299435,2.06063754267705,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Curacao,CUW,..,..,2.22612889055576,-0.0479213408462161,2.19402092859654,4.64593588817623,4.2623807201688,5.5406854901672,4.05782379263103,2.5222828372537,6.09245489935457,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Cyprus,CYP,2.26457722241848,8.56086119538577,280.131833140986,108.641707259097,223.428396670907,145.952736550772,40.6052774811057,62.9910083680464,-4.35009192162822,163.043557263678,-1.32957720414035,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Czech Republic,CZE,..,8.06603108565235,4.51656746777655,3.47571024002001,3.86353982265705,0.904050969999615,5.52835275386419,5.13872541173649,3.34391039785703,4.25829887665939,2.62083914926916,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Denmark,DNK,0.81892844642037,21.9380936434814,-4.99767032555428,0.198012180552081,1.86330528301876,0.611475183333102,2.49237426030716,1.08613294747868,2.45600096718496,-1.09383100209731,0.444478741063032,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Djibouti,DJI,0.0132647080044086,0.596129445834392,8.12615091720048,14.0004926959276,6.90837061258158,5.9183519679594,6.14540043803143,5.99429854445829,5.64258513442503,5.26373689608601,4.67529553723593,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Dominica,DMA,6.39870554922223,5.2767195708431,4.76390423642917,3.59540248253307,2.37403247768408,1.32418828718005,7.33473669765782,4.36236860363478,14.2172198776951,10.3088150144157,4.35925018903994,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Dominican Republic,DOM,1.87738325229611,4.0690014532827,5.62922456789122,2.55240071825146,3.55061484455409,3.12977653210886,3.32357083376019,4.49748880772504,3.20786379861054,3.18097442749009,3.11409635329991,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Ecuador,ECU,0.826810818532832,-0.127889942196138,0.645345741976643,0.764305489903436,0.759282221720076,1.33215455916871,0.764525197901539,0.603583306362815,1.29084310432381,0.90087265989981,1.16411807176767,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Egypt, Arab Rep.",EGY,1.70781419624217,1.23699720670391,1.00234071774049,1.45343420769727,1.50925042253521,2.10258128401326,2.43856278142762,3.1428260518732,3.2602627890206,2.97283696285301,1.6021238941076,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,El Salvador,SLV,0.039403330687564,1.47137092746017,2.01123945886672,1.11490857279595,2.2408951362935,2.10997804482034,1.98198031581358,2.01688451540263,1.58620478716365,2.58874905939536,1.2115112618936,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Equatorial Guinea,GNQ,9.87677245681127,14.7705365185534,4.40075606325967,2.65594379267877,0.77129192728163,1.76955843908348,0.480381915896445,2.49839686032663,3.02418425112698,3.9614267982081,5.28739094042992,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Eritrea,ERI,..,3.94553485012566,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Estonia,EST,..,7.31923766598522,7.76458523010257,4.37152766625216,6.68935547704903,-3.12556273605935,3.8456728374778,6.44685216619259,4.04250268791939,9.86641705673601,11.5372081232552,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Eswatini,SWZ,2.70102104418834,5.21592323200129,0.541897540751714,1.7790013831045,0.582926062120461,0.775195420568083,0.703666732594426,-1.30928903735236,0.667267364258762,2.8465312642311,1.10930201701465,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Ethiopia,ETH,0,1.63350636813161,0.643172898229037,2.82041233399941,3.33569111068815,4.06648856065021,5.57621272833279,4.91270717554002,3.98771253765884,2.65736063499647,2.22564789063006,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Fiji,FJI,-2.27271448368861,0.0352378319008256,6.98169170080145,5.81800530522945,7.77995126554542,4.3859296045859,7.94327450047468,7.24030046575013,8.40046167281378,5.86366996160044,5.27981636493376,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Finland,FIN,0.574223938542368,10.714265643958,1.90912917463236,-1.81391357891477,6.37721739347526,7.45525550591241,2.12819137878079,6.70809995996695,-3.83428376041318,5.81422412967442,-0.878680524481857,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,France,FRA,1.0387249494969,3.03074697177096,1.2275966210615,1.12342342416041,0.203254562718045,1.75572374141659,1.32649169812721,1.38212038996389,2.77657814362353,2.1064677762116,0.503458105335646,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,French Polynesia,PYF,0.69659110025207,0.286427708616552,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Gabon,GAB,1.23411082315195,5.4731254208,3.94472341865384,1.84153856749947,6.93864682138912,0.289976986585147,8.86815359352818,8.80156949899107,8.17599000229088,9.20409814570922,11.2067048651693,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Gambia, The",GMB,4.45308744607083,5.55871041308145,2.91047888419761,4.96800504791773,1.87188528095031,5.22255549038334,4.70369933133572,4.27524081723773,4.89653694972418,3.92177459030247,10.1481496518297,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Georgia,GEO,..,4.29984434616356,5.87198283027116,6.08836242104742,10.420824206159,11.6041937228191,10.9618706836434,11.8244050820156,7.21880585628202,7.81678633909886,3.36963742686476,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Germany,DEU,0.144310232942164,12.7315035901869,1.85541340766522,1.79976460383523,0.501101723711284,1.85914730811387,1.86485671126253,2.96695451159586,3.98551180166669,1.73902556934697,2.92784796597888,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Ghana,GHA,0.251308552362022,3.3293033790627,7.98266001107745,5.13665019969042,6.13949362332785,6.4613281838022,6.20550634742156,5.38848685157722,4.44140705490139,5.67745282272176,2.73707937930325,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Greece,GRC,1.02665112772947,-0.00628208663115168,0.686731020108196,1.23280746804566,1.14557064148087,0.648464653767942,1.39713720263227,1.7209047520311,1.89835335150904,2.43713306986598,1.74948780989098,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Grenada,GRD,4.62931727452116,7.19311842194662,3.93681227436205,8.8638298977752,11.7166726780068,15.6911614883333,10.3478174358754,13.828213019264,15.7738511239474,16.4080064510874,14.2799434547187,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guatemala,GTM,0.623519205826901,-4.08837713928081,2.82256117029867,2.87215633283167,2.43301104341574,1.93508421445702,1.28045247920901,1.39328243744598,1.25995863140534,1.51821203481139,1.09973927603188,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guinea,GIN,0.669728898721954,0.331913232936639,7.92820649561991,0.00226821963570148,-0.840221283360287,0.605767933618839,18.8280086486388,5.59427174884572,2.97511257024732,0.328552809586355,1.12460574824777,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guinea-Bissau,GNB,0.827997818176144,0.189242619214018,0.669676524927868,1.87744384083206,2.73507439382533,1.77208303662279,1.20624600480255,1.16215847772031,1.36670254905123,4.97754701310162,1.4255465530693,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Guyana,GUY,1.99202050400334,9.41532518977148,6.83986953955434,4.81209217156845,5.75992397167508,3.21740985101614,3.6284858008664,6.89409503910073,24.6552899505381,32.7649489760172,21.8319594500957,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Haiti,HTI,0.258373747832002,0.194464653654673,1.13794468431786,1.0865215082103,0.653928722135466,0.71245802908141,0.749944929864304,2.49312290802284,0.638102587627495,0.507242085199014,0.206779357492517,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Honduras,HND,0.883605842011985,4.92661216014828,5.87671265419585,5.81874142490201,8.68967997692136,6.31987646703513,5.31854457694011,4.13466266739775,6.03582052422655,3.83333435851555,0.99744128031172,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Hong Kong SAR, China",HKG,4.25730542321819,41.0651210039997,28.5143719894717,27.8775202185389,44.550793381462,58.5187499629812,41.5347722352985,36.8406960455839,26.8284572383635,16.0597056698599,33.8883639002863,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Hungary,HUN,..,5.81915570397215,8.39372112615268,-2.64240176461912,9.2572998563683,-4.20607272701858,54.1692462363973,-8.47657785213036,-40.0810562590773,60.0615915044299,108.420497704175,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Iceland,ISL,-0.0742523364282587,1.71910672335357,6.94277709651988,2.93088850938654,4.29141502345504,6.54080992846603,-5.12806396736361,-28.3072317012805,-2.370719437878,-2.23859333427019,-4.72547215919105,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,India,IND,0.0737400205365949,0.765212648995792,1.31293433730695,1.51627596536499,1.69565878566846,2.09211575768566,1.93736319812939,1.50731658089818,1.55926352274079,1.76312750821227,2.41941471455581,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Indonesia,IDN,1.02976494246493,-2.75743993350903,2.3097803266511,2.55135633401058,2.81997260507169,2.29761638745523,0.487372471295636,2.01948920129522,1.81428979693517,2.23337923027627,1.80666233273351,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Iran, Islamic Rep.",IRN,-0.289993217478827,0.0355866340456932,0.778423761520883,0.662609253358883,0.486608986162165,0.532534646083538,0.806730247928809,1.12699078461182,0.806164818465891,0.583940480526689,0.659552464614035,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Iraq,IRQ,-0.0037747757664077,-6.61645727484025E-05,1.55961527267887,-0.995279210263068,-4.45521124532956,-4.5415922260462,-3.75498592308959,-2.68799428357231,-2.14854834807913,-1.30822495224348,-1.88693745656148,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Ireland,IRL,1.26133865345752,25.7260262363322,25.7610801130822,29.7177227387161,37.6037344108114,81.3019392180774,34.4282353909323,17.3808735703701,17.4946584687148,-11.6839510353976,7.61975327542122,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Israel,ISR,..,6.07561796423726,3.4894362078656,4.0256674765548,1.94532834203386,3.7777476167488,3.75770610313262,4.75473767589948,5.75806351489424,4.36315417984877,5.9649118307083,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Italy,ITA,0.545262644345237,1.1487963145432,0.00167234025572058,0.911862937337876,0.78781999455597,0.724336604335298,1.36684517505746,0.567766926666821,2.11525548165585,1.5519789376586,-1.16963158515222,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Jamaica,JAM,3.00290225339371,4.65960017463684,2.791456896041,3.81898358989432,4.18835281422129,6.5190079589336,6.5920970905404,6.0019976303558,4.92423084532786,4.20330543590115,1.91929044218628,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Japan,JPN,0.0576490306213045,0.215124715468568,0.00872020150189613,0.204293384186424,0.403354543401037,0.118161987748241,0.818481615264516,0.381319638034274,0.502082815354621,0.779377340949414,1.24013614518728,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Jordan,JOR,0.90496970815398,10.7944716101145,4.89480688682321,5.64977168714591,5.91204890205889,4.1472022917494,3.89285142868971,4.90164029339746,2.22427809381336,1.63970971966594,1.64317306827351,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kazakhstan,KAZ,..,7.49246435921402,6.56164821145973,4.2306980098169,3.30063172666218,3.56737349139873,12.5445609600719,2.82522037824591,0.0465089087481511,2.04694492667482,4.32921794698317,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kenya,KEN,0.665873828822828,0.872895972152775,2.44724782231583,1.81416124231202,1.20220431973334,0.883793937979311,0.907307780864869,1.5433960164508,1.76341539957728,1.32507629341148,0.709563193269361,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kiribati,KIR,0.752966645641333,1.07325719402759,-1.25415305235431,0.452768393153205,1.46471790330948,-0.479099353210429,1.0132755062816,0.419058892729767,-0.571733488712417,-0.296340174730591,1.32859557636127,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,"Korea, Rep.",KOR,0.368990764683415,1.99754203031639,0.742779625917828,0.93132803501368,0.624771688262979,0.279995559508797,0.806893302496192,1.10307799056185,0.706300893808141,0.58339386057331,0.56313716564095,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kosovo,XKX,..,..,4.75502939946818,5.51524738334346,2.82541406164003,5.45362771396734,3.64796125503787,3.9944668815754,4.04318903060898,3.60868246447817,5.11376270028303,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kuwait,KWT,0.0303889050949653,0.0432209120217044,1.65024567913287,0.823163206167192,0.298716373584249,0.24845451408201,0.266886524055014,0.0936247750600921,-0.0154705438387974,0.378582844840707,-0.594649274208535,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Kyrgyz Republic,KGZ,..,-0.172311073962181,3.9503705088844,8.34375729785238,4.59301372091172,17.1312286326678,9.0886882786326,-1.3918435347293,1.74369127894699,4.55263119082343,-5.19027703605866,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Lao PDR,LAO,0.693192961442502,1.95760389975157,6.06067448864314,5.68624629061726,6.53384958563579,7.47075722325615,5.87774670849733,9.91778299899851,7.48564437536693,3.99806339541097,5.05788173038015,..
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Latvia,LVA,..,4.07326110975036,3.83664423775725,3.27525565812789,3.32975610261156,2.98148083437117,1.19436613264229,3.78422308566012,1.24257767251278,3.16996519105054,2.80091967321097,..
